Name;Date;Province;Type;Moved Date From
San Isidro;15-05-2013;Madrid;Local;
Asunción de la Virgen;15-08-2013;Madrid;Nacional;
Fiesta Nacional Española;12-10-2013;Madrid;Nacional;
Día de Todos los Santos;01-11-2013;Madrid;Nacional;
Nuestra Señora de la Almudena;09-11-2013;Madrid;Local;
Día de la Constitución Española;06-12-2013;Madrid;Nacional;
Navidad;25-12-2013;Madrid;Nacional;
Epifanía del Señor;06-01-2012;Madrid;Nacional;
San José;19-03-2012;Madrid;Autonómica;
Viernes Santo;06-04-2012;Madrid;Nacional;
Jueves Santo;05-04-2012;Madrid;Autonómica;
Día del trabajo;01-05-2012;Madrid;Nacional;
Día de la Comunidad de Madrid;02-05-2012;Madrid;Autonómica;
San Isidro;15-05-2012;Madrid;Local;
Asunción de la Virgen;15-08-2012;Madrid;Nacional;
Fiesta Nacional Española;12-10-2012;Madrid;Nacional;
Día de Todos los Santos;01-11-2012;Madrid;Nacional;
Nuestra Señora de la Almudena;09-11-2012;Madrid;Local;
Día de la Constitución Española;06-12-2012;Madrid;Nacional;
Inmaculada Concepción;08-12-2012;Madrid;Nacional;
Navidad;25-12-2012;Madrid;Nacional;
Año nuevo;01-01-2011;Madrid;Nacional;
Epifanía del Señor;06-01-2011;Madrid;Nacional;
San José;19-03-2011;Madrid;Autonómica;
;22-04-2011;Madrid;Nacional;
Jueves Santo;21-04-2011;Madrid;Autonómica;
Día de la Comunidad de Madrid;02-05-2011;Madrid;Autonómica;
Santiago Apóstol;25-07-2011;Madrid;Autonómica;
Asunción de la Virgen;15-08-2011;Madrid;Nacional;
Santa María de la Cabeza;09-09-2011;Madrid;Local;
Fiesta Nacional Española;12-10-2011;Madrid;Nacional;
Día de Todos los Santos;01-11-2011;Madrid;Nacional;
Nuestra Señora de la Almudena;09-11-2011;Madrid;Local;
Día de la Constitución Española;06-12-2011;Madrid;Nacional;
Inmaculada Concepción;08-12-2011;Madrid;Nacional;
Natividad del señor;26-12-2011;Madrid;Nacional;25-12-2011
Año nuevo;01-01-2010;Madrid;Nacional;
Epifanía del Señor;06-01-2010;Madrid;Nacional;
Día de la Comunidad de Madrid;03-05-2010;Madrid;Autonómica;02-05-2010
Santiago Apóstol;26-07-2010;Madrid;Autonómica;25-07-2010
Asunción de la Virgen;16-08-2010;Madrid;Nacional;15-08-2010
Santa María de la Cabeza;09-09-2010;Madrid;Local;
Fiesta Nacional Española;12-10-2010;Madrid;Nacional;
Día de Todos los Santos;01-11-2010;Madrid;Nacional;
Nuestra Señora de la Almudena;09-11-2010;Madrid;Local;
Día de la Constitución Española;06-12-2010;Madrid;Nacional;
Inmaculada Concepción;08-12-2010;Madrid;Nacional;
Año nuevo;01-01-2009;Madrid;Nacional;
Epifanía del Señor;06-01-2009;Madrid;Nacional;
Día de la Comunidad de Madrid;02-05-2009;Madrid;Autonómica;
Santiago Apóstol;25-07-2009;Madrid;Autonómica;
Asunción de la Virgen;15-08-2009;Madrid;Nacional;
Santa María de la Cabeza;09-09-2009;Madrid;Local;
Fiesta Nacional Española;12-10-2009;Madrid;Nacional;
Día de Todos los Santos;02-11-2009;Madrid;Nacional;01-11-2009
Nuestra Señora de la Almudena;09-11-2009;Madrid;Local;
Día de la Constitución Española;07-12-2009;Madrid;Nacional;06-12-2009
Inmaculada Concepción;08-12-2009;Madrid;Nacional;
Año nuevo;01-01-2008;Madrid;Nacional;
Epifanía del Señor;07-01-2008;Madrid;Nacional;06-01-2008
Día de la Comunidad de Madrid;02-05-2008;Madrid;Autonómica;
Santiago Apóstol;25-07-2008;Madrid;Autonómica;
Asunción de la Virgen;15-08-2008;Madrid;Nacional;
Santa María de la Cabeza;09-09-2008;Madrid;Local;
Fiesta Nacional Española;13-10-2008;Madrid;Nacional;12-10-2008
Día de Todos los Santos;01-11-2008;Madrid;Nacional;
Nuestra Señora de la Almudena;10-11-2008;Madrid;Local;09-11-2008
Día de la Constitución Española;06-12-2008;Madrid;Nacional;
Inmaculada Concepción;08-12-2008;Madrid;Nacional;
Año nuevo;01-01-2007;Madrid;Nacional;
Epifanía del Señor;06-01-2007;Madrid;Nacional;
Día de la Comunidad de Madrid;02-05-2007;Madrid;Autonómica;
Santiago Apóstol;25-07-2007;Madrid;Autonómica;
Asunción de la Virgen;15-08-2007;Madrid;Nacional;
Santa María de la Cabeza;10-09-2007;Madrid;Local;09-09-2007
Fiesta Nacional Española;12-10-2007;Madrid;Nacional;
Día de Todos los Santos;01-11-2007;Madrid;Nacional;
Nuestra Señora de la Almudena;09-11-2007;Madrid;Local;
Día de la Constitución Española;06-12-2007;Madrid;Nacional;
Inmaculada Concepción;08-12-2007;Madrid;Nacional;
Año nuevo;02-01-2006;Madrid;Nacional;01-01-2006
Epifanía del Señor;06-01-2006;Madrid;Nacional;
Día de la Comunidad de Madrid;02-05-2006;Madrid;Autonómica;
Santiago Apóstol;25-07-2006;Madrid;Autonómica;
Asunción de la Virgen;15-08-2006;Madrid;Nacional;
Santa María de la Cabeza;09-09-2006;Madrid;Local;
Fiesta Nacional Española;12-10-2006;Madrid;Nacional;
Día de Todos los Santos;01-11-2006;Madrid;Nacional;
Nuestra Señora de la Almudena;09-11-2006;Madrid;Local;
Día de la Constitución Española;06-12-2006;Madrid;Nacional;
Inmaculada Concepción;08-12-2006;Madrid;Nacional;
Año nuevo;01-01-2019;Málaga;Nacional;
Epifanía del Señor;07-01-2019;Málaga;Autonómica;06-01-2019
Día de Andalucía;28-02-2019;Málaga;Autonómica;
Viernes Santo;19-04-2019;Málaga;Nacional;
Jueves Santo;18-04-2019;Málaga;Autonómica;
Fiesta del Trabajo;01-05-2019;Málaga;Nacional;
Asunción de la Virgen;15-08-2019;Málaga;Nacional;
Toma de Málaga por los Reyes Católicos;19-08-2019;Málaga;Local;
Virgen de la Victoria;09-09-2019;Málaga;Local;08-09-2019
Fiesta Nacional Española;12-10-2019;Málaga;Nacional;
;01-11-2019;Málaga;Nacional;
Día de la Constitución Española;06-12-2019;Málaga;Nacional;
Natividad del Señor;25-12-2019;Málaga;Nacional;
Inmaculada Concepción;09-12-2019;Málaga;Autonómica;08-12-2019
Año nuevo;01-01-2018;Málaga;Nacional;
Epifanía del Señor;06-01-2018;Málaga;Nacional;
Día de Andalucía;28-02-2018;Málaga;Autonómica;
Viernes Santo;30-03-2018;Málaga;Nacional;
Jueves Santo;29-03-2018;Málaga;Autonómica;
Fiesta del Trabajo;01-05-2018;Málaga;Nacional;
Asunción de la Virgen;15-08-2018;Málaga;Nacional;
Toma de Málaga por los Reyes Católicos;20-08-2018;Málaga;Local;19-08-2018
Virgen de la Victoria;08-09-2018;Málaga;Local;
Fiesta Nacional Española;12-10-2018;Málaga;Nacional;
Día de Todos los Santos;01-11-2018;Málaga;Nacional;
Día de la Constitución Española;06-12-2018;Málaga;Nacional;
Inmaculada Concepción;08-12-2018;Málaga;Nacional;
Navidad;25-12-2018;Málaga;Nacional;
Epifanía del Señor;06-01-2017;Málaga;Nacional;
Año Nuevo;02-01-2017;Málaga;Autonómica;01-01-2017
Día de Andalucía;28-02-2017;Málaga;Autonómica;
Viernes Santo;14-04-2017;Málaga;Nacional;
Jueves Santo;13-04-2017;Málaga;Autonómica;
Día del Trabajo;01-05-2017;Málaga;Nacional;
Asunción de la Virgen;15-08-2017;Málaga;Nacional;
Toma de Málaga por los Reyes Católicos;19-08-2017;Málaga;Local;
Virgen de la Victoria;08-09-2017;Málaga;Local;
Fiesta Nacional Española;12-10-2017;Málaga;Nacional;
Día de Todos los Santos;01-11-2017;Málaga;Nacional;
Día de la Constitución Española;06-12-2017;Málaga;Nacional;
Inmaculada Concepción;08-12-2017;Málaga;Nacional;
Natividad del Señor;25-12-2017;Málaga;Nacional;
Año nuevo;01-01-2016;Málaga;Nacional;
Epifanía del Señor;06-01-2016;Málaga;Nacional;
Día de Andalucía;29-02-2016;Málaga;Autonómica;28-02-2016
Viernes Santo;25-03-2016;Málaga;Nacional;
Jueves Santo;24-03-2016;Málaga;Autonómica;
Día del trabajo;02-05-2016;Málaga;Autonómica;01-05-2016
Asunción de la Virgen;15-08-2016;Málaga;Nacional;
Fiesta local;19-08-2016;Málaga;Local;
Virgen de la Victoria;08-09-2016;Málaga;Local;
Fiesta Nacional Española;12-10-2016;Málaga;Nacional;
Día de Todos los Santos;01-11-2016;Málaga;Nacional;
Día de la Constitución Española;06-12-2016;Málaga;Nacional;
Inmaculada Concepción;08-12-2016;Málaga;Nacional;
Natividad del Señor;26-12-2016;Málaga;Autonómica;25-12-2016
Año nuevo;01-01-2015;Málaga;Nacional;
Epifanía del Señor;06-01-2015;Málaga;Nacional;
Día de Andalucía;28-02-2015;Málaga;Autonómica;
Viernes Santo;03-04-2015;Málaga;Nacional;
Jueves Santo;02-04-2015;Málaga;Autonómica;
Día del trabajo;01-05-2015;Málaga;Autonómica;
Asunción de la Virgen;15-08-2015;Málaga;Nacional;
Fiesta Local;19-08-2015;Málaga;Local;
Virgen de la Victoria;08-09-2015;Málaga;Local;
Fiesta Nacional Española;12-10-2015;Málaga;Nacional;
Día de Todos los Santos;02-11-2015;Málaga;Nacional;01-11-2015
Día de la Constitución Española;07-12-2015;Málaga;Nacional;06-12-2015
Inmaculada Concepción;08-12-2015;Málaga;Nacional;
Natividad del Señor;25-12-2015;Málaga;Autonómica;
Año nuevo;01-01-2014;Málaga;Nacional;
Epifanía del Señor;06-01-2014;Málaga;Nacional;
Día de Andalucía;28-02-2014;Málaga;Autonómica;
Viernes Santo;18-04-2014;Málaga;Nacional;
Jueves Santo;17-04-2014;Málaga;Autonómica;
Día del trabajo;01-05-2014;Málaga;Autonómica;
Asunción de la Virgen;15-08-2014;Málaga;Nacional;
Fiesta local;19-08-2014;Málaga;Local;
Virgen de la Victoria;08-09-2014;Málaga;Local;
Fiesta Nacional Española;13-10-2014;Málaga;Nacional;12-10-2014
Día de Todos los Santos;01-11-2014;Málaga;Nacional;
Día de la Constitución Española;06-12-2014;Málaga;Nacional;
Inmaculada Concepción;08-12-2014;Málaga;Nacional;
Natividad del Señor;25-12-2014;Málaga;Autonómica;
Año nuevo;01-01-2013;Málaga;Nacional;
Epifanía del Señor;07-01-2013;Málaga;Nacional;06-01-2013
Día de Andalucía;28-02-2013;Málaga;Autonómica;
Viernes Santo;29-03-2013;Málaga;Nacional;
Jueves Santo;28-03-2013;Málaga;Autonómica;
Día del trabajo;01-05-2013;Málaga;Autonómica;
Patrones de Málaga;18-06-2013;Málaga;Local;
Asunción de la Virgen;15-08-2013;Málaga;Nacional;
Virgen de la Victoria;09-09-2013;Málaga;Local;08-09-2013
Fiesta Nacional Española;12-10-2013;Málaga;Nacional;
Día de Todos los Santos;01-11-2013;Málaga;Nacional;
Día de la Constitución Española;06-12-2013;Málaga;Nacional;
Inmaculada Concepción;09-12-2013;Málaga;Nacional;08-12-2013
Natividad del Señor;25-12-2013;Málaga;Autonómica;
Epifanía del Señor;06-01-2012;Málaga;Nacional;
Año nuevo (Traslado);02-01-2012;Málaga;Autonómica;
Día de Andalucía;28-02-2012;Málaga;Autonómica;
Viernes Santo;06-04-2012;Málaga;Nacional;
Jueves Santo;05-04-2012;Málaga;Autonómica;
Día del trabajo;01-05-2012;Málaga;Autonómica;
Asunción de la Virgen;15-08-2012;Málaga;Nacional;
Toma de Málaga por los Reyes Católicos;20-08-2012;Málaga;Local;19-08-2012
Virgen de la Victoria;08-09-2012;Málaga;Local;
Fiesta Nacional Española;12-10-2012;Málaga;Nacional;
Día de Todos los Santos;01-11-2012;Málaga;Nacional;
Día de la Constitución Española;06-12-2012;Málaga;Nacional;
Inmaculada Concepción;08-12-2012;Málaga;Nacional;
Natividad del Señor;25-12-2012;Málaga;Autonómica;
Año nuevo;01-01-2011;Málaga;Nacional;
Epifanía del Señor;06-01-2011;Málaga;Nacional;
Día de Andalucía;28-02-2011;Málaga;Autonómica;
;22-04-2011;Málaga;Nacional;
Jueves Santo;21-04-2011;Málaga;Autonómica;
Día del trabajo;02-05-2011;Málaga;Autonómica;01-05-2011
Asunción de la Virgen;15-08-2011;Málaga;Nacional;
Toma de Málaga por los Reyes Católicos;19-08-2011;Málaga;Local;
Virgen de la Victoria;08-09-2011;Málaga;Local;
Fiesta Nacional Española;12-10-2011;Málaga;Nacional;
Día de Todos los Santos;01-11-2011;Málaga;Nacional;
Día de la Constitución Española;06-12-2011;Málaga;Nacional;
Inmaculada Concepción;08-12-2011;Málaga;Nacional;
Natividad del Señor;26-12-2011;Málaga;Autonómica;25-12-2011
Año nuevo;01-01-2010;Málaga;Nacional;
Epifanía del Señor;06-01-2010;Málaga;Nacional;
Día del trabajo;01-05-2010;Málaga;Autonómica;
Asunción de la Virgen;16-08-2010;Málaga;Nacional;15-08-2010
Toma de Málaga por los Reyes Católicos;19-08-2010;Málaga;Local;
Virgen de la Victoria;08-09-2010;Málaga;Local;
Fiesta Nacional Española;12-10-2010;Málaga;Nacional;
Día de Todos los Santos;01-11-2010;Málaga;Nacional;
Día de la Constitución Española;06-12-2010;Málaga;Nacional;
Inmaculada Concepción;08-12-2010;Málaga;Nacional;
Natividad del Señor;25-12-2010;Málaga;Autonómica;
Año nuevo;01-01-2009;Málaga;Nacional;
Epifanía del Señor;06-01-2009;Málaga;Nacional;
Día de Andalucía;28-02-2009;Málaga;Autonómica;
Día del trabajo;01-05-2009;Málaga;Autonómica;
Asunción de la Virgen;15-08-2009;Málaga;Nacional;
Toma de Málaga por los Reyes Católicos;19-08-2009;Málaga;Local;
Virgen de la Victoria;08-09-2009;Málaga;Local;
Fiesta Nacional Española;12-10-2009;Málaga;Nacional;
Día de Todos los Santos;02-11-2009;Málaga;Nacional;01-11-2009
Día de la Constitución Española;07-12-2009;Málaga;Nacional;06-12-2009
Inmaculada Concepción;08-12-2009;Málaga;Nacional;
Natividad del Señor;25-12-2009;Málaga;Autonómica;
Año nuevo;01-01-2008;Málaga;Nacional;
Epifanía del Señor;07-01-2008;Málaga;Nacional;06-01-2008
Día de Andalucía;28-02-2008;Málaga;Autonómica;
Día del trabajo;01-05-2008;Málaga;Autonómica;
Asunción de la Virgen;15-08-2008;Málaga;Nacional;
Toma de Málaga por los Reyes Católicos;19-08-2008;Málaga;Local;
Virgen de la Victoria;08-09-2008;Málaga;Local;
Fiesta Nacional Española;13-10-2008;Málaga;Nacional;12-10-2008
Día de Todos los Santos;01-11-2008;Málaga;Nacional;
Día de la Constitución Española;06-12-2008;Málaga;Nacional;
Inmaculada Concepción;08-12-2008;Málaga;Nacional;
Natividad del Señor;25-12-2008;Málaga;Autonómica;
Año nuevo;01-01-2007;Málaga;Nacional;
Epifanía del Señor;06-01-2007;Málaga;Nacional;
Día de Andalucía;28-02-2007;Málaga;Autonómica;
Día del trabajo;01-05-2007;Málaga;Autonómica;
Asunción de la Virgen;15-08-2007;Málaga;Nacional;
Toma de Málaga por los Reyes Católicos;20-08-2007;Málaga;Local;19-08-2007
Virgen de la Victoria;08-09-2007;Málaga;Local;
Fiesta Nacional Española;12-10-2007;Málaga;Nacional;
Día de Todos los Santos;01-11-2007;Málaga;Nacional;
Día de la Constitución Española;06-12-2007;Málaga;Nacional;
Inmaculada Concepción;08-12-2007;Málaga;Nacional;
Natividad del Señor;25-12-2007;Málaga;Autonómica;
Año nuevo;02-01-2006;Málaga;Nacional;01-01-2006
Epifanía del Señor;06-01-2006;Málaga;Nacional;
Día de Andalucía;28-02-2006;Málaga;Autonómica;
Día del trabajo;01-05-2006;Málaga;Autonómica;
Asunción de la Virgen;15-08-2006;Málaga;Nacional;
Toma de Málaga por los Reyes Católicos;19-08-2006;Málaga;Local;
Virgen de la Victoria;08-09-2006;Málaga;Local;
Fiesta Nacional Española;12-10-2006;Málaga;Nacional;
Día de Todos los Santos;01-11-2006;Málaga;Nacional;
Día de la Constitución Española;06-12-2006;Málaga;Nacional;
Inmaculada Concepción;08-12-2006;Málaga;Nacional;
Natividad del Señor;25-12-2006;Málaga;Autonómica;
Año nuevo;01-01-2019;Melilla;Nacional;
Epifanía del Señor;07-01-2019;Melilla;Autonómica;06-01-2019
Viernes Santo;19-04-2019;Melilla;Nacional;
Jueves Santo;18-04-2019;Melilla;Autonómica;
Fiesta del Trabajo;01-05-2019;Melilla;Nacional;
Asunción de la Virgen;15-08-2019;Melilla;Nacional;
Fiesta del Sacrificio - Aid El Kebir;12-08-2019;Melilla;Local;
Virgen de la Victoria;09-09-2019;Melilla;Local;08-09-2019
Día de Melilla;17-09-2019;Melilla;Local;
Fiesta Nacional Española;12-10-2019;Melilla;Nacional;
;01-11-2019;Melilla;Nacional;
Día de la Constitución Española;06-12-2019;Melilla;Nacional;
Natividad del Señor;25-12-2019;Melilla;Nacional;
Inmaculada Concepción;09-12-2019;Melilla;Autonómica;08-12-2019
Año nuevo;01-01-2018;Melilla;Nacional;
Epifanía del Señor;06-01-2018;Melilla;Nacional;
Viernes Santo;30-03-2018;Melilla;Nacional;
Jueves Santo;29-03-2018;Melilla;Autonómica;
Fiesta del Trabajo;01-05-2018;Melilla;Nacional;
Asunción de la Virgen;15-08-2018;Melilla;Nacional;
Fiesta Local;22-08-2018;Melilla;Local;
Virgen de la Victoria;08-09-2018;Melilla;Local;
Día de Melilla;17-09-2018;Melilla;Local;
Fiesta Nacional Española;12-10-2018;Melilla;Nacional;
Día de Todos los Santos;01-11-2018;Melilla;Nacional;
Día de la Constitución Española;06-12-2018;Melilla;Nacional;
Inmaculada Concepción;08-12-2018;Melilla;Nacional;
Navidad;25-12-2018;Melilla;Nacional;
Epifanía del Señor;06-01-2017;Melilla;Nacional;
Año Nuevo;02-01-2017;Melilla;Autonómica;01-01-2017
Viernes Santo;14-04-2017;Melilla;Nacional;
Jueves Santo;13-04-2017;Melilla;Autonómica;
Día del Trabajo;01-05-2017;Melilla;Nacional;
Asunción de la Virgen;15-08-2017;Melilla;Nacional;
Fiesta del Sacrificio (Aid El Kebir);01-09-2017;Melilla;Autonómica;
Virgen de la Victoria;08-09-2017;Melilla;Local;
Día de Melilla;18-09-2017;Melilla;Local;17-09-2017
Fiesta Nacional Española;12-10-2017;Melilla;Nacional;
Día de Todos los Santos;01-11-2017;Melilla;Nacional;
Día de la Constitución Española;06-12-2017;Melilla;Nacional;
Inmaculada Concepción;08-12-2017;Melilla;Nacional;
Natividad del Señor;25-12-2017;Melilla;Nacional;
Año nuevo;01-01-2016;Melilla;Nacional;
Epifanía del Señor;06-01-2016;Melilla;Nacional;
Viernes Santo;25-03-2016;Melilla;Nacional;
San José;19-03-2016;Melilla;Autonómica;
Jueves Santo;24-03-2016;Melilla;Autonómica;
Asunción de la Virgen;15-08-2016;Melilla;Nacional;
Fiesta del Sacrificio (Aid El Kebir);12-09-2016;Melilla;Autonómica;
Virgen de la Victoria;08-09-2016;Melilla;Local;
Día de Melilla;17-09-2016;Melilla;Local;
Fiesta Nacional Española;12-10-2016;Melilla;Nacional;
Día de Todos los Santos;01-11-2016;Melilla;Nacional;
Día de la Constitución Española;06-12-2016;Melilla;Nacional;
Inmaculada Concepción;08-12-2016;Melilla;Nacional;
Natividad del Señor;26-12-2016;Melilla;Autonómica;25-12-2016
Año nuevo;01-01-2015;Melilla;Nacional;
Epifanía del Señor;06-01-2015;Melilla;Nacional;
San José;19-03-2015;Melilla;Autonómica;
Viernes Santo;03-04-2015;Melilla;Nacional;
Jueves Santo;02-04-2015;Melilla;Autonómica;
Día del trabajo;01-05-2015;Melilla;Nacional;
Asunción de la Virgen;15-08-2015;Melilla;Nacional;
Fiesta del Sacrificio;25-09-2015;Melilla;Autonómica;
Virgen de la Victoria;08-09-2015;Melilla;Local;
Día de Melilla;17-09-2015;Melilla;Local;
Fiesta Nacional Española;12-10-2015;Melilla;Nacional;
Día de la Constitución Española;07-12-2015;Melilla;Nacional;06-12-2015
Inmaculada Concepción;08-12-2015;Melilla;Nacional;
Natividad del Señor;25-12-2015;Melilla;Autonómica;
Año nuevo;01-01-2014;Melilla;Nacional;
Epifanía del Señor;06-01-2014;Melilla;Nacional;
San José;19-03-2014;Melilla;Autonómica;
Viernes Santo;18-04-2014;Melilla;Nacional;
Jueves Santo;17-04-2014;Melilla;Autonómica;
Festividad del trabajo;01-05-2014;Melilla;Nacional;
Asunción de la Virgen;15-08-2014;Melilla;Nacional;
Virgen de la Victoria;08-09-2014;Melilla;Local;
Día de Melilla;17-09-2014;Melilla;Local;
Día del Sacrificio;06-10-2014;Melilla;Local;
Día de Todos los Santos;01-11-2014;Melilla;Nacional;
Día de la Constitución Española;06-12-2014;Melilla;Nacional;
Inmaculada Concepción;08-12-2014;Melilla;Nacional;
Natividad del Señor;25-12-2014;Melilla;Autonómica;
Año nuevo;01-01-2013;Melilla;Nacional;
Epifanía del Señor;07-01-2013;Melilla;Nacional;06-01-2013
Viernes Santo;29-03-2013;Melilla;Nacional;
San José;19-03-2013;Melilla;Autonómica;
Jueves Santo;28-03-2013;Melilla;Autonómica;
Día del trabajo;01-05-2013;Melilla;Nacional;
Asunción de la Virgen;15-08-2013;Melilla;Nacional;
Virgen de la Victoria;09-09-2013;Melilla;Local;08-09-2013
Día de Melilla;17-09-2013;Melilla;Local;
Fiesta Nacional Española;12-10-2013;Melilla;Nacional;
Día del Sacriﬁcio;15-10-2013;Melilla;Autonómica;
Día de Todos los Santos;01-11-2013;Melilla;Nacional;
Día de la Constitución Española;06-12-2013;Melilla;Nacional;
Natividad del Señor;25-12-2013;Melilla;Autonómica;
Epifanía del Señor;06-01-2012;Melilla;Nacional;
San José;19-03-2012;Melilla;Autonómica;
Viernes Santo;06-04-2012;Melilla;Nacional;
Jueves Santo;05-04-2012;Melilla;Autonómica;
Día del trabajo;01-05-2012;Melilla;Nacional;
Asunción de la Virgen;15-08-2012;Melilla;Nacional;
Virgen de la Victoria;08-09-2012;Melilla;Local;
Día de Melilla;17-09-2012;Melilla;Local;
Fiesta Nacional Española;12-10-2012;Melilla;Nacional;
Fiesta del Sacrificio;26-10-2012;Melilla;Autonómica;
Día de Todos los Santos;01-11-2012;Melilla;Nacional;
Día de la Constitución Española;06-12-2012;Melilla;Nacional;
Inmaculada Concepción;08-12-2012;Melilla;Nacional;
Natividad del Señor;25-12-2012;Melilla;Autonómica;
Año nuevo;01-01-2011;Melilla;Nacional;
Epifanía del Señor;06-01-2011;Melilla;Nacional;
San José;19-03-2011;Melilla;Autonómica;
;22-04-2011;Melilla;Nacional;
Jueves Santo;21-04-2011;Melilla;Autonómica;
Día del trabajo;02-05-2011;Melilla;Nacional;01-05-2011
Asunción de la Virgen;15-08-2011;Melilla;Nacional;
Virgen de la Victoria;08-09-2011;Melilla;Local;
Día de Melilla;17-09-2011;Melilla;Local;
Fiesta Nacional Española;12-10-2011;Melilla;Nacional;
Día de Todos los Santos;01-11-2011;Melilla;Nacional;
Pascua del sacrificio;07-11-2011;Melilla;Local;
Día de la Constitución Española;06-12-2011;Melilla;Nacional;
Inmaculada Concepción;08-12-2011;Melilla;Nacional;
Natividad del Señor;26-12-2011;Melilla;Autonómica;25-12-2011
Año nuevo;01-01-2010;Melilla;Nacional;
Epifanía del Señor;06-01-2010;Melilla;Nacional;
San José;19-03-2010;Melilla;Autonómica;
Asunción de la Virgen;16-08-2010;Melilla;Nacional;15-08-2010
Virgen de la Victoria;08-09-2010;Melilla;Local;
Día de Melilla;17-09-2010;Melilla;Local;
Fiesta Nacional Española;12-10-2010;Melilla;Nacional;
Día de Todos los Santos;01-11-2010;Melilla;Nacional;
Día de la Constitución Española;06-12-2010;Melilla;Nacional;
Inmaculada Concepción;08-12-2010;Melilla;Nacional;
Natividad del Señor;25-12-2010;Melilla;Autonómica;
Año nuevo;01-01-2009;Melilla;Nacional;
Epifanía del Señor;06-01-2009;Melilla;Nacional;
San José;19-03-2009;Melilla;Autonómica;
Asunción de la Virgen;15-08-2009;Melilla;Nacional;
Virgen de la Victoria;08-09-2009;Melilla;Local;
Día de Melilla;17-09-2009;Melilla;Local;
Fiesta Nacional Española;12-10-2009;Melilla;Nacional;
Día de Todos los Santos;02-11-2009;Melilla;Nacional;01-11-2009
Día de la Constitución Española;07-12-2009;Melilla;Nacional;06-12-2009
Inmaculada Concepción;08-12-2009;Melilla;Nacional;
Natividad del Señor;25-12-2009;Melilla;Autonómica;
Año nuevo;01-01-2008;Melilla;Nacional;
Epifanía del Señor;07-01-2008;Melilla;Nacional;06-01-2008
San José;19-03-2008;Melilla;Autonómica;
Asunción de la Virgen;15-08-2008;Melilla;Nacional;
Virgen de la Victoria;08-09-2008;Melilla;Local;
Día de Melilla;17-09-2008;Melilla;Local;
Fiesta Nacional Española;13-10-2008;Melilla;Nacional;12-10-2008
Día de Todos los Santos;01-11-2008;Melilla;Nacional;
Día de la Constitución Española;06-12-2008;Melilla;Nacional;
Inmaculada Concepción;08-12-2008;Melilla;Nacional;
Natividad del Señor;25-12-2008;Melilla;Autonómica;
Año nuevo;01-01-2007;Melilla;Nacional;
Epifanía del Señor;06-01-2007;Melilla;Nacional;
San José;19-03-2007;Melilla;Autonómica;
Asunción de la Virgen;15-08-2007;Melilla;Nacional;
Virgen de la Victoria;08-09-2007;Melilla;Local;
Día de Melilla;17-09-2007;Melilla;Local;
Fiesta Nacional Española;12-10-2007;Melilla;Nacional;
Día de Todos los Santos;01-11-2007;Melilla;Nacional;
Día de la Constitución Española;06-12-2007;Melilla;Nacional;
Inmaculada Concepción;08-12-2007;Melilla;Nacional;
Natividad del Señor;25-12-2007;Melilla;Autonómica;
Año nuevo;02-01-2006;Melilla;Nacional;01-01-2006
Epifanía del Señor;06-01-2006;Melilla;Nacional;
San José;20-03-2006;Melilla;Autonómica;19-03-2006
Asunción de la Virgen;15-08-2006;Melilla;Nacional;
Virgen de la Victoria;08-09-2006;Melilla;Local;
Día de Melilla;18-09-2006;Melilla;Local;17-09-2006
Fiesta Nacional Española;12-10-2006;Melilla;Nacional;
Día de Todos los Santos;01-11-2006;Melilla;Nacional;
Día de la Constitución Española;06-12-2006;Melilla;Nacional;
Inmaculada Concepción;08-12-2006;Melilla;Nacional;
Natividad del Señor;25-12-2006;Melilla;Autonómica;
Año nuevo;01-01-2019;Murcia;Nacional;
Epifanía del Señor;07-01-2019;Murcia;Autonómica;06-01-2019
San José;19-03-2019;Murcia;Autonómica;
Viernes Santo;19-04-2019;Murcia;Nacional;
Jueves Santo;18-04-2019;Murcia;Autonómica;
Bando de la Huerta;23-04-2019;Murcia;Local;
Fiesta del Trabajo;01-05-2019;Murcia;Nacional;
Día de la Región de Murcia;10-06-2019;Murcia;Autonómica;09-06-2019
Asunción de la Virgen;15-08-2019;Murcia;Nacional;
Romería de la Fuensanta;17-09-2019;Murcia;Local;
Fiesta Nacional Española;12-10-2019;Murcia;Nacional;
;01-11-2019;Murcia;Nacional;
Día de la Constitución Española;06-12-2019;Murcia;Nacional;
Natividad del Señor;25-12-2019;Murcia;Nacional;
Año nuevo;01-01-2018;Murcia;Nacional;
Epifanía del Señor;06-01-2018;Murcia;Nacional;
Viernes Santo;30-03-2018;Murcia;Nacional;
San José;19-03-2018;Murcia;Autonómica;
Jueves Santo;29-03-2018;Murcia;Autonómica;
Bando de la Huerta;03-04-2018;Murcia;Local;
Fiesta del Trabajo;01-05-2018;Murcia;Nacional;
Día de la Región de Murcia;09-06-2018;Murcia;Autonómica;
Asunción de la Virgen;15-08-2018;Murcia;Nacional;
Día de la Romería;11-09-2018;Murcia;Local;
Fiesta Nacional Española;12-10-2018;Murcia;Nacional;
Día de Todos los Santos;01-11-2018;Murcia;Nacional;
Día de la Constitución Española;06-12-2018;Murcia;Nacional;
Inmaculada Concepción;08-12-2018;Murcia;Nacional;
Navidad;25-12-2018;Murcia;Nacional;
Epifanía del Señor;06-01-2017;Murcia;Nacional;
