Name;Date;Province;Type;Moved Date From
Fiesta Nacional Española;12-10-2017;Valencia;Nacional;
Día de la Comunitat Valenciana;09-10-2017;Valencia;Autonómica;
Día de Todos los Santos;01-11-2017;Valencia;Nacional;
Día de la Constitución Española;06-12-2017;Valencia;Nacional;
Inmaculada Concepción;08-12-2017;Valencia;Nacional;
Natividad del Señor;25-12-2017;Valencia;Nacional;
Año nuevo;01-01-2016;Valencia;Nacional;
Epifanía del Señor;06-01-2016;Valencia;Nacional;
San Vicente Mártir;22-01-2016;Valencia;Local;
Viernes Santo;25-03-2016;Valencia;Nacional;
San José;19-03-2016;Valencia;Autonómica;
Jueves Santo;24-03-2016;Valencia;Autonómica;
Lunes de Pascua;28-03-2016;Valencia;Autonómica;
San Vicente Ferrer;04-04-2016;Valencia;Local;
Asunción de la Virgen;15-08-2016;Valencia;Nacional;
Fiesta Nacional Española;12-10-2016;Valencia;Nacional;
Día de Todos los Santos;01-11-2016;Valencia;Nacional;
Día de la Constitución Española;06-12-2016;Valencia;Nacional;
Inmaculada Concepción;08-12-2016;Valencia;Nacional;
Natividad del Señor;26-12-2016;Valencia;Autonómica;25-12-2016
Año nuevo;01-01-2015;Valencia;Nacional;
Epifanía del Señor;06-01-2015;Valencia;Nacional;
San Vicente Mártir;22-01-2015;Valencia;Local;
San José;19-03-2015;Valencia;Autonómica;
Viernes Santo;03-04-2015;Valencia;Nacional;
Lunes de Pascua;06-04-2015;Valencia;Autonómica;
San Vicente Ferrer;13-04-2015;Valencia;Local;
Fiesta del Trabajo;01-05-2015;Valencia;Autonómica;
Asunción de la Virgen;15-08-2015;Valencia;Nacional;
Fiesta Nacional Española;12-10-2015;Valencia;Nacional;
Día de la Comunitat Valenciana;09-10-2015;Valencia;Autonómica;
Día de la Constitución Española;07-12-2015;Valencia;Nacional;06-12-2015
Inmaculada Concepción;08-12-2015;Valencia;Nacional;
Natividad del Señor;25-12-2015;Valencia;Nacional;
Año nuevo;01-01-2014;Valencia;Nacional;
Epifanía del Señor;06-01-2014;Valencia;Nacional;
San Vicente Mártir;22-01-2014;Valencia;Local;
San José;19-03-2014;Valencia;Autonómica;
Viernes Santo;18-04-2014;Valencia;Nacional;
Lunes de Pascua;21-04-2014;Valencia;Autonómica;
San Vicente Ferrer;28-04-2014;Valencia;Local;
Fiesta del Trabajo;01-05-2014;Valencia;Autonómica;
Asunción de la Virgen;15-08-2014;Valencia;Nacional;
Día de la Comunidad Valenciana;09-10-2014;Valencia;Autonómica;
Día de Todos los Santos;01-11-2014;Valencia;Nacional;
Día de la Constitución Española;06-12-2014;Valencia;Nacional;
Inmaculada Concepción;08-12-2014;Valencia;Nacional;
Navidad;25-12-2014;Valencia;Nacional;
Año nuevo;01-01-2013;Valencia;Nacional;
San Vicente Mártir;22-01-2013;Valencia;Local;
Viernes Santo;29-03-2013;Valencia;Nacional;
Lunes de Fallas;18-03-2013;Valencia;Autonómica;
San José;19-03-2013;Valencia;Autonómica;
Lunes de Pascua;01-04-2013;Valencia;Autonómica;
San Vicente Ferrer;08-04-2013;Valencia;Local;
Fiesta del Trabajo;01-05-2013;Valencia;Autonómica;
Asunción de la Virgen;15-08-2013;Valencia;Nacional;
Fiesta Nacional Española;12-10-2013;Valencia;Nacional;
Día de la Comunidad Valenciana;09-10-2013;Valencia;Autonómica;
Día de Todos los Santos;01-11-2013;Valencia;Nacional;
Día de la Constitución Española;06-12-2013;Valencia;Nacional;
Navidad;25-12-2013;Valencia;Nacional;
Epifanía del Señor;06-01-2012;Valencia;Nacional;
San José;19-03-2012;Valencia;Autonómica;
Viernes Santo;06-04-2012;Valencia;Nacional;
Lunes de Pascua;09-04-2012;Valencia;Autonómica;
Jueves Santo;05-04-2012;Valencia;Local;
San Vicente Ferrer;16-04-2012;Valencia;Local;
Fiesta del Trabajo;01-05-2012;Valencia;Autonómica;
Asunción de la Virgen;15-08-2012;Valencia;Nacional;
Fiesta Nacional Española;12-10-2012;Valencia;Nacional;
Día de la Comunidad Valenciana;09-10-2012;Valencia;Autonómica;
Día de Todos los Santos;01-11-2012;Valencia;Nacional;
Día de la Constitución Española;06-12-2012;Valencia;Nacional;
Inmaculada Concepción;08-12-2012;Valencia;Nacional;
Navidad;25-12-2012;Valencia;Nacional;
Año nuevo;01-01-2011;Valencia;Nacional;
Epifanía del Señor;06-01-2011;Valencia;Nacional;
Fiesta Local;07-01-2011;Valencia;Local;
San Vicente Ferrer;22-01-2011;Valencia;Local;
San José;19-03-2011;Valencia;Autonómica;
;22-04-2011;Valencia;Nacional;
Jueves Santo;21-04-2011;Valencia;Autonómica;
Lunes de Pascua;25-04-2011;Valencia;Autonómica;
Fiesta del Trabajo;02-05-2011;Valencia;Autonómica;01-05-2011
Asunción de la Virgen;15-08-2011;Valencia;Nacional;
Fiesta Nacional Española;12-10-2011;Valencia;Nacional;
Día de Todos los Santos;01-11-2011;Valencia;Nacional;
Día de la Constitución Española;06-12-2011;Valencia;Nacional;
Inmaculada Concepción;08-12-2011;Valencia;Nacional;
Natividad del señor;26-12-2011;Valencia;Nacional;25-12-2011
Año nuevo;01-01-2010;Valencia;Nacional;
Epifanía del Señor;06-01-2010;Valencia;Nacional;
Fiesta Local;07-01-2010;Valencia;Local;
San Vicente Ferrer;22-01-2010;Valencia;Local;
San José;19-03-2010;Valencia;Autonómica;
Fiesta del Trabajo;01-05-2010;Valencia;Autonómica;
Asunción de la Virgen;16-08-2010;Valencia;Nacional;15-08-2010
Fiesta Nacional Española;12-10-2010;Valencia;Nacional;
Día de Todos los Santos;01-11-2010;Valencia;Nacional;
Día de la Constitución Española;06-12-2010;Valencia;Nacional;
Inmaculada Concepción;08-12-2010;Valencia;Nacional;
Año nuevo;01-01-2009;Valencia;Nacional;
Epifanía del Señor;06-01-2009;Valencia;Nacional;
Fiesta Local;07-01-2009;Valencia;Local;
San Vicente Ferrer;22-01-2009;Valencia;Local;
San José;19-03-2009;Valencia;Autonómica;
Fiesta del Trabajo;01-05-2009;Valencia;Autonómica;
Asunción de la Virgen;15-08-2009;Valencia;Nacional;
Fiesta Nacional Española;12-10-2009;Valencia;Nacional;
Día de Todos los Santos;02-11-2009;Valencia;Nacional;01-11-2009
Día de la Constitución Española;07-12-2009;Valencia;Nacional;06-12-2009
Inmaculada Concepción;08-12-2009;Valencia;Nacional;
Año nuevo;01-01-2008;Valencia;Nacional;
Fiesta Local;07-01-2008;Valencia;Local;
San Vicente Ferrer;22-01-2008;Valencia;Local;
San José;19-03-2008;Valencia;Autonómica;
Fiesta del Trabajo;01-05-2008;Valencia;Autonómica;
Asunción de la Virgen;15-08-2008;Valencia;Nacional;
Fiesta Nacional Española;13-10-2008;Valencia;Nacional;12-10-2008
Día de Todos los Santos;01-11-2008;Valencia;Nacional;
Día de la Constitución Española;06-12-2008;Valencia;Nacional;
Inmaculada Concepción;08-12-2008;Valencia;Nacional;
Año nuevo;01-01-2007;Valencia;Nacional;
Epifanía del Señor;06-01-2007;Valencia;Nacional;
Fiesta Local;08-01-2007;Valencia;Local;07-01-2007
San Vicente Ferrer;22-01-2007;Valencia;Local;
San José;19-03-2007;Valencia;Autonómica;
Fiesta del Trabajo;01-05-2007;Valencia;Autonómica;
Asunción de la Virgen;15-08-2007;Valencia;Nacional;
Fiesta Nacional Española;12-10-2007;Valencia;Nacional;
Día de Todos los Santos;01-11-2007;Valencia;Nacional;
Día de la Constitución Española;06-12-2007;Valencia;Nacional;
Inmaculada Concepción;08-12-2007;Valencia;Nacional;
Año nuevo;02-01-2006;Valencia;Nacional;01-01-2006
Epifanía del Señor;06-01-2006;Valencia;Nacional;
Fiesta Local;07-01-2006;Valencia;Local;
San Vicente Ferrer;23-01-2006;Valencia;Local;22-01-2006
San José;20-03-2006;Valencia;Autonómica;19-03-2006
Fiesta del Trabajo;01-05-2006;Valencia;Autonómica;
Asunción de la Virgen;15-08-2006;Valencia;Nacional;
Fiesta Nacional Española;12-10-2006;Valencia;Nacional;
Día de Todos los Santos;01-11-2006;Valencia;Nacional;
Día de la Constitución Española;06-12-2006;Valencia;Nacional;
Inmaculada Concepción;08-12-2006;Valencia;Nacional;
Año nuevo;01-01-2019;Valladolid;Nacional;
Epifanía del Señor;07-01-2019;Valladolid;Autonómica;06-01-2019
Viernes Santo;19-04-2019;Valladolid;Nacional;
Jueves Santo;18-04-2019;Valladolid;Autonómica;
Día de Castilla León;23-04-2019;Valladolid;Autonómica;
Fiesta del Trabajo;01-05-2019;Valladolid;Nacional;
San Pedro Regalado;13-05-2019;Valladolid;Local;
Asunción de la Virgen;15-08-2019;Valladolid;Nacional;
Nuestra Sra;09-09-2019;Valladolid;Local;
Fiesta Nacional Española;12-10-2019;Valladolid;Nacional;
;01-11-2019;Valladolid;Nacional;
Día de la Constitución Española;06-12-2019;Valladolid;Nacional;
Natividad del Señor;25-12-2019;Valladolid;Nacional;
Inmaculada Concepción;09-12-2019;Valladolid;Autonómica;08-12-2019
Año nuevo;01-01-2018;Valladolid;Nacional;
Epifanía del Señor;06-01-2018;Valladolid;Nacional;
Viernes Santo;30-03-2018;Valladolid;Nacional;
Jueves Santo;29-03-2018;Valladolid;Autonómica;
Día de Castilla León;23-04-2018;Valladolid;Autonómica;
Fiesta del Trabajo;01-05-2018;Valladolid;Nacional;
San Pedro Regalado;14-05-2018;Valladolid;Local;13-05-2018
Asunción de la Virgen;15-08-2018;Valladolid;Nacional;
Nuestra Sra;08-09-2018;Valladolid;Local;
Fiesta Nacional Española;12-10-2018;Valladolid;Nacional;
Día de Todos los Santos;01-11-2018;Valladolid;Nacional;
Día de la Constitución Española;06-12-2018;Valladolid;Nacional;
Inmaculada Concepción;08-12-2018;Valladolid;Nacional;
Navidad;25-12-2018;Valladolid;Nacional;
Epifanía del Señor;06-01-2017;Valladolid;Nacional;
Año Nuevo;02-01-2017;Valladolid;Autonómica;01-01-2017
Viernes Santo;14-04-2017;Valladolid;Nacional;
Jueves Santo;13-04-2017;Valladolid;Autonómica;
Día de Castilla León;24-04-2017;Valladolid;Autonómica;23-04-2017
Día del Trabajo;01-05-2017;Valladolid;Nacional;
San Pedro Regalado;13-05-2017;Valladolid;Local;
Asunción de la Virgen;15-08-2017;Valladolid;Nacional;
Nuestra Sra;08-09-2017;Valladolid;Local;
Fiesta Nacional Española;12-10-2017;Valladolid;Nacional;
Día de Todos los Santos;01-11-2017;Valladolid;Nacional;
Día de la Constitución Española;06-12-2017;Valladolid;Nacional;
Inmaculada Concepción;08-12-2017;Valladolid;Nacional;
Natividad del Señor;25-12-2017;Valladolid;Nacional;
Año nuevo;01-01-2016;Valladolid;Nacional;
Epifanía del Señor;06-01-2016;Valladolid;Nacional;
Viernes Santo;25-03-2016;Valladolid;Nacional;
Jueves Santo;24-03-2016;Valladolid;Autonómica;
Día de Castilla León;23-04-2016;Valladolid;Autonómica;
Día del trabajo;02-05-2016;Valladolid;Autonómica;01-05-2016
San Pedro Regalado;13-05-2016;Valladolid;Local;
Asunción de la Virgen;15-08-2016;Valladolid;Nacional;
Nuestra Sra;08-09-2016;Valladolid;Local;
Fiesta Nacional Española;12-10-2016;Valladolid;Nacional;
Día de Todos los Santos;01-11-2016;Valladolid;Nacional;
Día de la Constitución Española;06-12-2016;Valladolid;Nacional;
Inmaculada Concepción;08-12-2016;Valladolid;Nacional;
Natividad del Señor;26-12-2016;Valladolid;Autonómica;25-12-2016
Año nuevo;01-01-2015;Valladolid;Nacional;
Epifanía del Señor;06-01-2015;Valladolid;Nacional;
Viernes Santo;03-04-2015;Valladolid;Nacional;
Jueves Santo;02-04-2015;Valladolid;Autonómica;
Día de Castilla León;23-04-2015;Valladolid;Autonómica;
Día del trabajo;01-05-2015;Valladolid;Nacional;
San Pedro Regalado;13-05-2015;Valladolid;Local;
Asunción de la Virgen;15-08-2015;Valladolid;Nacional;
Nuestra Sra;08-09-2015;Valladolid;Local;
Fiesta Nacional Española;12-10-2015;Valladolid;Nacional;
Día de Todos los Santos;02-11-2015;Valladolid;Nacional;01-11-2015
Día de la Constitución Española;07-12-2015;Valladolid;Nacional;06-12-2015
Inmaculada Concepción;08-12-2015;Valladolid;Nacional;
Natividad del Señor;25-12-2015;Valladolid;Autonómica;
Año nuevo;01-01-2014;Valladolid;Nacional;
Epifanía del Señor;06-01-2014;Valladolid;Nacional;
Viernes Santo;18-04-2014;Valladolid;Nacional;
Jueves Santo;17-04-2014;Valladolid;Autonómica;
Día de Castilla León;23-04-2014;Valladolid;Autonómica;
Festividad del trabajo;01-05-2014;Valladolid;Nacional;
San Pedro Regalado;13-05-2014;Valladolid;Local;
Asunción de la Virgen;15-08-2014;Valladolid;Nacional;
Nuestra Sra;08-09-2014;Valladolid;Local;
Fiesta Nacional Española;13-10-2014;Valladolid;Nacional;12-10-2014
Día de Todos los Santos;01-11-2014;Valladolid;Nacional;
Día de la Constitución Española;06-12-2014;Valladolid;Nacional;
Inmaculada Concepción;08-12-2014;Valladolid;Nacional;
Natividad del Señor;25-12-2014;Valladolid;Autonómica;
Año nuevo;01-01-2013;Valladolid;Nacional;
Epifanía del Señor;07-01-2013;Valladolid;Nacional;06-01-2013
Viernes Santo;29-03-2013;Valladolid;Nacional;
Jueves Santo;28-03-2013;Valladolid;Autonómica;
Fista local (En sustitución del 8 de septiembre);19-03-2013;Valladolid;Local;
Día de Castilla León;23-04-2013;Valladolid;Autonómica;
Día del trabajo;01-05-2013;Valladolid;Nacional;
San Pedro Regalado;13-05-2013;Valladolid;Local;
Asunción de la Virgen;15-08-2013;Valladolid;Nacional;
Fiesta Nacional Española;12-10-2013;Valladolid;Nacional;
Día de Todos los Santos;01-11-2013;Valladolid;Nacional;
Día de la Constitución Española;06-12-2013;Valladolid;Nacional;
Inmaculada Concepción;09-12-2013;Valladolid;Nacional;08-12-2013
Natividad del Señor;25-12-2013;Valladolid;Autonómica;
Epifanía del Señor;06-01-2012;Valladolid;Nacional;
San José;19-03-2012;Valladolid;Autonómica;
Viernes Santo;06-04-2012;Valladolid;Nacional;
Jueves Santo;05-04-2012;Valladolid;Autonómica;
Día de Castilla León;23-04-2012;Valladolid;Autonómica;
Día del trabajo;01-05-2012;Valladolid;Nacional;
San Pedro Regalado;14-05-2012;Valladolid;Local;13-05-2012
Asunción de la Virgen;15-08-2012;Valladolid;Nacional;
Nuestra Sra;08-09-2012;Valladolid;Local;
Fiesta Nacional Española;12-10-2012;Valladolid;Nacional;
Día de Todos los Santos;01-11-2012;Valladolid;Nacional;
Día de la Constitución Española;06-12-2012;Valladolid;Nacional;
Inmaculada Concepción;08-12-2012;Valladolid;Nacional;
Natividad del Señor;25-12-2012;Valladolid;Autonómica;
Año nuevo;01-01-2011;Valladolid;Nacional;
Epifanía del Señor;06-01-2011;Valladolid;Nacional;
;22-04-2011;Valladolid;Nacional;
Jueves Santo;21-04-2011;Valladolid;Autonómica;
Día de Castilla León;23-04-2011;Valladolid;Autonómica;
Día del trabajo;02-05-2011;Valladolid;Autonómica;01-05-2011
San Pedro Regalado;13-05-2011;Valladolid;Local;
Santiago Apostol;25-07-2011;Valladolid;Autonómica;
Asunción de la Virgen;15-08-2011;Valladolid;Nacional;
Nuestra Sra;08-09-2011;Valladolid;Local;
Fiesta Nacional Española;12-10-2011;Valladolid;Nacional;
Día de Todos los Santos;01-11-2011;Valladolid;Nacional;
Día de la Constitución Española;06-12-2011;Valladolid;Nacional;
Inmaculada Concepción;08-12-2011;Valladolid;Nacional;
Natividad del Señor;26-12-2011;Valladolid;Autonómica;25-12-2011
Año nuevo;01-01-2010;Valladolid;Nacional;
Epifanía del Señor;06-01-2010;Valladolid;Nacional;
Día de Castilla León;23-04-2010;Valladolid;Autonómica;
San Pedro Regalado;13-05-2010;Valladolid;Local;
Santiago Apostol;26-07-2010;Valladolid;Autonómica;25-07-2010
Asunción de la Virgen;16-08-2010;Valladolid;Nacional;15-08-2010
Nuestra Sra;08-09-2010;Valladolid;Local;
Fiesta Nacional Española;12-10-2010;Valladolid;Nacional;
Día de Todos los Santos;01-11-2010;Valladolid;Nacional;
Día de la Constitución Española;06-12-2010;Valladolid;Nacional;
Inmaculada Concepción;08-12-2010;Valladolid;Nacional;
Natividad del Señor;25-12-2010;Valladolid;Autonómica;
Año nuevo;01-01-2009;Valladolid;Nacional;
Epifanía del Señor;06-01-2009;Valladolid;Nacional;
Día de Castilla León;23-04-2009;Valladolid;Autonómica;
San Pedro Regalado;13-05-2009;Valladolid;Local;
Santiago Apostol;25-07-2009;Valladolid;Autonómica;
Asunción de la Virgen;15-08-2009;Valladolid;Nacional;
Nuestra Sra;08-09-2009;Valladolid;Local;
Fiesta Nacional Española;12-10-2009;Valladolid;Nacional;
Día de Todos los Santos;02-11-2009;Valladolid;Nacional;01-11-2009
Día de la Constitución Española;07-12-2009;Valladolid;Nacional;06-12-2009
Inmaculada Concepción;08-12-2009;Valladolid;Nacional;
Natividad del Señor;25-12-2009;Valladolid;Autonómica;
Año nuevo;01-01-2008;Valladolid;Nacional;
Epifanía del Señor;07-01-2008;Valladolid;Nacional;06-01-2008
Día de Castilla León;23-04-2008;Valladolid;Autonómica;
San Pedro Regalado;13-05-2008;Valladolid;Local;
Santiago Apostol;25-07-2008;Valladolid;Autonómica;
Asunción de la Virgen;15-08-2008;Valladolid;Nacional;
Nuestra Sra;08-09-2008;Valladolid;Local;
Fiesta Nacional Española;13-10-2008;Valladolid;Nacional;12-10-2008
Día de Todos los Santos;01-11-2008;Valladolid;Nacional;
Día de la Constitución Española;06-12-2008;Valladolid;Nacional;
Inmaculada Concepción;08-12-2008;Valladolid;Nacional;
Natividad del Señor;25-12-2008;Valladolid;Autonómica;
Año nuevo;01-01-2007;Valladolid;Nacional;
Epifanía del Señor;06-01-2007;Valladolid;Nacional;
Día de Castilla León;23-04-2007;Valladolid;Autonómica;
San Pedro Regalado;14-05-2007;Valladolid;Local;13-05-2007
Santiago Apostol;25-07-2007;Valladolid;Autonómica;
Asunción de la Virgen;15-08-2007;Valladolid;Nacional;
Nuestra Sra;08-09-2007;Valladolid;Local;
Fiesta Nacional Española;12-10-2007;Valladolid;Nacional;
Día de Todos los Santos;01-11-2007;Valladolid;Nacional;
Día de la Constitución Española;06-12-2007;Valladolid;Nacional;
Inmaculada Concepción;08-12-2007;Valladolid;Nacional;
Natividad del Señor;25-12-2007;Valladolid;Autonómica;
Año nuevo;02-01-2006;Valladolid;Nacional;01-01-2006
Epifanía del Señor;06-01-2006;Valladolid;Nacional;
Día de Castilla León;24-04-2006;Valladolid;Autonómica;23-04-2006
San Pedro Regalado;13-05-2006;Valladolid;Local;
Santiago Apostol;25-07-2006;Valladolid;Autonómica;
Asunción de la Virgen;15-08-2006;Valladolid;Nacional;
Nuestra Sra;08-09-2006;Valladolid;Local;
Fiesta Nacional Española;12-10-2006;Valladolid;Nacional;
Día de Todos los Santos;01-11-2006;Valladolid;Nacional;
Día de la Constitución Española;06-12-2006;Valladolid;Nacional;
Inmaculada Concepción;08-12-2006;Valladolid;Nacional;
Natividad del Señor;25-12-2006;Valladolid;Autonómica;
Año nuevo;01-01-2019;Vitoria;Nacional;
San José;19-03-2019;Vitoria;Autonómica;
Viernes Santo;19-04-2019;Vitoria;Nacional;
Jueves Santo;18-04-2019;Vitoria;Autonómica;
Lunes de Pascua;22-04-2019;Vitoria;Autonómica;
San Prudencio;29-04-2019;Vitoria;Local;28-04-2019
Fiesta del Trabajo;01-05-2019;Vitoria;Nacional;
Santiago Apóstol;25-07-2019;Vitoria;Autonómica;
Asunción de la Virgen;15-08-2019;Vitoria;Nacional;
Virgen Blanca;05-08-2019;Vitoria;Local;
Fiesta Nacional Española;12-10-2019;Vitoria;Nacional;
;01-11-2019;Vitoria;Nacional;
Día de la Constitución Española;06-12-2019;Vitoria;Nacional;
Natividad del Señor;25-12-2019;Vitoria;Nacional;
Año nuevo;01-01-2018;Vitoria;Nacional;
Epifanía del Señor;06-01-2018;Vitoria;Nacional;
Viernes Santo;30-03-2018;Vitoria;Nacional;
Jueves Santo;29-03-2018;Vitoria;Autonómica;
Lunes de Pascua;02-04-2018;Vitoria;Autonómica;
San Prudencio;28-04-2018;Vitoria;Local;
Fiesta del Trabajo;01-05-2018;Vitoria;Nacional;
Santiago Apóstol;25-07-2018;Vitoria;Local;
Asunción de la Virgen;15-08-2018;Vitoria;Nacional;
Fiesta Nacional Española;12-10-2018;Vitoria;Nacional;
Día de Todos los Santos;01-11-2018;Vitoria;Nacional;
Día de la Constitución Española;06-12-2018;Vitoria;Nacional;
Inmaculada Concepción;08-12-2018;Vitoria;Nacional;
Navidad;25-12-2018;Vitoria;Nacional;
Epifanía del Señor;06-01-2017;Vitoria;Nacional;
Viernes Santo;14-04-2017;Vitoria;Nacional;
Jueves Santo;13-04-2017;Vitoria;Autonómica;
Lunes de Pascua;17-04-2017;Vitoria;Autonómica;
San Prudencio;28-04-2017;Vitoria;Local;
Día del Trabajo;01-05-2017;Vitoria;Nacional;
Santiago Apóstol;25-07-2017;Vitoria;Autonómica;
Asunción de la Virgen;15-08-2017;Vitoria;Nacional;
Virgen Blanca;05-08-2017;Vitoria;Local;
Fiesta Nacional Española;12-10-2017;Vitoria;Nacional;
Día de Todos los Santos;01-11-2017;Vitoria;Nacional;
Día de la Constitución Española;06-12-2017;Vitoria;Nacional;
Inmaculada Concepción;08-12-2017;Vitoria;Nacional;
Natividad del Señor;25-12-2017;Vitoria;Nacional;
Año nuevo;01-01-2016;Vitoria;Nacional;
Epifanía del Señor;06-01-2016;Vitoria;Nacional;
Viernes Santo;25-03-2016;Vitoria;Nacional;
Jueves Santo;24-03-2016;Vitoria;Autonómica;
Lunes de Pascua;28-03-2016;Vitoria;Autonómica;
San Prudencio;28-04-2016;Vitoria;Local;
Santiago Apóstol;25-07-2016;Vitoria;Autonómica;
Asunción de la Virgen;15-08-2016;Vitoria;Nacional;
Virgen Blanca;05-08-2016;Vitoria;Local;
Fiesta Nacional Española;12-10-2016;Vitoria;Nacional;
80º Aniversario primer Gobierno Vasco;07-10-2016;Vitoria;Autonómica;
Día de Todos los Santos;01-11-2016;Vitoria;Nacional;
Día de la Constitución Española;06-12-2016;Vitoria;Nacional;
Inmaculada Concepción;08-12-2016;Vitoria;Nacional;
Año nuevo;01-01-2015;Vitoria;Nacional;
Epifanía del Señor;06-01-2015;Vitoria;Nacional;
San José;19-03-2015;Vitoria;Autonómica;
Viernes Santo;03-04-2015;Vitoria;Nacional;
